City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,hasaki,35.7333,140.8333,55.22,88,100,9.33,JP,1668983651
365,suhbaatar,50.2314,106.2078,8.01,88,89,2.3,MN,1668983652
366,zhanakorgan,43.9098,67.2495,42.33,62,100,5.64,KZ,1668983653
367,labuhan,-6.8844,112.2051,78.93,80,100,6.22,ID,1668983653
368,maryville,35.7565,-83.9705,41.16,37,20,9.22,US,1668983517
369,cap malheureux,-19.9842,57.6142,72.46,73,2,1.01,MU,1668983654
370,north platte,41.1239,-100.7654,57.09,11,0,9.22,US,1668983655
371,mugur-aksy,50.35,90.5,7.61,91,84,5.5,RU,1668983655
372,lucea,18.451,-78.1736,82.26,73,93,9.82,JM,1668983656
373,phalodi,27.1333,72.3667,63.34,31,0,6.42,IN,1668983657
374,bira,49.0,132.4667,7.7,95,21,3.38,RU,1668983657
375,mittagong,-34.45,150.45,62.94,69,41,17.29,AU,1668983658
376,pontianak,-0.0333,109.3333,75.18,100,40,3.44,ID,1668983658
377,codrington,-38.2667,141.9667,50.11,76,87,28.97,AU,1668983659
378,inhambane,-23.865,35.3833,69.22,65,18,10.65,MZ,1668983660
379,touros,-5.1989,-35.4608,79.05,76,65,15.93,BR,1668983660
380,barcelona,41.3888,2.159,56.53,70,0,6.91,ES,1668983648
381,pudozh,61.8099,36.5345,15.6,94,7,2.68,RU,1668983591
382,mandan,46.8267,-100.8896,31.37,67,0,17.27,US,1668983663
383,batemans bay,-35.7167,150.1833,63.1,39,8,16.11,AU,1668983663
384,sitka,57.0531,-135.33,48.09,81,100,5.75,US,1668983664
385,mirnyy,62.5353,113.9611,-15.77,75,81,1.99,RU,1668983665
386,dunedin,-45.8742,170.5036,59.81,85,49,1.99,NZ,1668983665
387,mehriz,31.5917,54.4318,48.7,49,2,4.74,IR,1668983666
388,souillac,-20.5167,57.5167,71.98,83,75,5.75,MU,1668983667
389,bilibino,68.0546,166.4372,-17.36,99,100,2.77,RU,1668983542
390,svetlyy,54.675,20.1347,30.25,93,100,14.0,RU,1668983668
391,kieta,-6.2167,155.6333,84.56,62,65,6.24,PG,1668983668
392,barao de melgaco,-16.1944,-55.9675,86.56,45,57,6.89,BR,1668983669
393,susurluk,39.9136,28.1578,70.84,40,100,10.07,TR,1668983670
394,wuwei,37.9281,102.6414,34.25,37,100,2.46,CN,1668983670
395,veraval,20.9,70.3667,72.68,45,0,10.56,IN,1668983671
396,bandarbeyla,9.4942,50.8122,77.86,73,60,16.04,SO,1668983671
397,bathsheba,13.2167,-59.5167,79.41,83,40,17.27,BB,1668983394
398,sungaipenuh,-2.0833,101.3833,61.12,93,89,1.39,ID,1668983672
399,baherden,38.4362,57.4316,56.77,54,35,4.07,TM,1668983673
400,rincon,32.296,-81.2354,49.86,73,100,3.44,US,1668983674
401,kungurtug,50.5994,97.5228,10.08,90,100,1.3,RU,1668983675
402,hamilton,39.1834,-84.5333,33.44,32,0,5.75,US,1668983675
403,ravar,31.2656,56.8055,53.83,37,7,3.83,IR,1668983676
404,dudinka,69.4058,86.1778,-18.92,98,92,1.92,RU,1668983677
405,nome,64.5011,-165.4064,30.16,86,100,3.44,US,1668983678
406,mineiros,-17.5694,-52.5511,72.18,64,48,2.53,BR,1668983678
407,shelburne,44.0787,-80.2041,18.75,86,67,10.45,CA,1668983433
408,raudeberg,61.9875,5.1352,31.96,41,7,6.55,NO,1668983679
409,klyuchevskiy,53.5317,119.4519,-2.29,96,99,3.65,RU,1668983680
410,greenwood,34.1668,-82.1165,44.76,63,0,0.0,US,1668983680
411,omboue,-1.5746,9.2618,74.86,94,100,4.14,GA,1668983681
412,saint anthony,45.0205,-93.218,30.13,64,0,9.22,US,1668983552
413,barranca,-10.75,-77.7667,65.34,79,99,7.2,PE,1668983682
414,tilichiki,60.4667,166.1,-4.41,92,50,8.25,RU,1668983683
415,cabo san lucas,22.8909,-109.9124,81.61,57,0,17.27,MX,1668983167
416,geraldton,-28.7667,114.6,64.81,48,0,12.66,AU,1668983473
417,velikooktyabrskiy,57.4333,33.8159,12.74,97,81,2.48,RU,1668983684
418,marzuq,14.4,46.4667,62.69,50,81,3.89,YE,1668983685
419,amursk,50.2261,136.8994,21.0,82,14,14.67,RU,1668983668
420,mackay,-21.15,149.2,87.67,75,43,12.5,AU,1668983532
421,mandera,3.9366,41.867,81.86,60,69,12.64,KE,1668983686
422,anito,12.4497,125.2886,79.57,89,81,8.52,PH,1668983687
423,kijang,35.2442,129.2139,47.93,66,5,4.61,KR,1668983687
424,kununurra,-15.7667,128.7333,80.58,89,100,6.91,AU,1668983688
425,pastos bons,-6.6017,-44.0767,73.11,82,100,2.46,BR,1668983688
426,dalhousie,32.5333,75.9833,39.47,30,4,9.55,IN,1668983433
427,corowa,-36.0333,146.3833,52.57,68,56,21.74,AU,1668983689
428,camaqua,-30.8511,-51.8122,70.68,77,100,9.73,BR,1668983690
429,kenai,60.5544,-151.2583,38.14,78,100,13.8,US,1668983690
430,takoradi,4.8845,-1.7554,77.76,85,96,5.44,GH,1668983691
431,gardelegen,52.5252,11.3952,33.58,91,97,3.22,DE,1668983692
432,camacha,33.0833,-16.3333,62.02,72,40,9.22,PT,1668983692
433,ghorawal,24.7667,82.7833,54.5,52,17,3.8,IN,1668983693
434,zaltan,32.947,11.8665,62.42,50,71,11.12,LY,1668983693
435,haikou,20.0458,110.3417,77.13,88,40,11.18,CN,1668983694
436,libreville,0.3925,9.4537,74.62,95,100,6.53,GA,1668983695
437,qaqortoq,60.7167,-46.0333,22.95,87,100,3.8,GL,1668983695
438,sao felix do xingu,-6.6447,-51.995,73.45,88,45,2.75,BR,1668983696
439,sistranda,63.7256,8.834,28.36,59,0,20.36,NO,1668983697
440,torbat-e jam,35.244,60.6225,50.18,57,1,6.8,IR,1668983698
441,inowroclaw,52.7989,18.2639,28.02,90,57,7.38,PL,1668983698
442,roebourne,-20.7833,117.1333,82.02,30,100,6.96,AU,1668983699
443,hay river,60.8156,-115.7999,24.78,93,100,6.91,CA,1668983700
444,lasa,46.6166,10.7002,36.48,63,77,4.23,IT,1668983700
445,yar-sale,66.8333,70.8333,6.28,96,100,9.06,RU,1668983596
446,kovilj,45.2278,20.0217,49.26,80,100,5.79,RS,1668983701
447,saint george,37.1041,-113.5841,57.43,23,0,4.0,US,1668983531
448,mpulungu,-8.7623,31.1141,72.19,76,99,4.34,ZM,1668983702
449,rawson,-43.3002,-65.1023,57.69,41,1,16.75,AR,1668983703
450,ilheus,-14.7889,-39.0494,76.82,94,75,2.3,BR,1668983704
451,panama city,8.9936,-79.5197,82.35,82,40,9.22,PA,1668983588
452,coahuayana,18.7333,-103.6833,82.26,72,100,4.52,MX,1668983705
453,farmington,36.7281,-108.2187,50.2,26,0,11.5,US,1668983408
454,padang,-0.9492,100.3543,75.25,88,97,2.93,ID,1668983706
455,uarini,-2.99,-65.1083,81.12,73,100,2.3,BR,1668983707
456,ternate,0.8,127.4,81.57,80,100,2.17,ID,1668983707
457,nioaque,-21.1353,-55.83,85.48,33,12,5.44,BR,1668983708
458,laguna,38.421,-121.4238,68.18,32,0,5.75,US,1668983473
459,aksu,41.1231,80.2644,33.98,41,46,1.59,CN,1668983709
460,zanesville,39.9404,-82.0132,28.99,42,0,9.22,US,1668983709
461,kemijarvi,66.7131,27.4306,13.86,98,67,1.63,FI,1668983710
462,carballo,43.213,-8.691,63.01,95,100,14.94,ES,1668983711
463,lovington,32.944,-103.3485,48.33,45,10,3.0,US,1668983711
464,taoudenni,22.6783,-3.9836,72.77,15,0,16.69,ML,1668983712
465,san jeronimo,-11.9472,-75.2829,56.88,64,93,6.22,PE,1668983712
466,college,64.8569,-147.8028,19.35,87,75,0.0,US,1668983713
467,sao lourenco,-22.1164,-45.0544,65.53,78,69,2.19,BR,1668983532
468,hovd,48.0056,91.6419,22.32,61,16,6.46,MN,1668983714
469,russell,32.3502,-85.1999,46.0,42,0,9.22,US,1668983715
470,puerto leguizamo,-0.1934,-74.7819,75.4,96,78,0.69,CO,1668983715
471,kirishi,59.4471,32.0205,19.62,98,68,2.48,RU,1668983716
472,petropavlovsk-kamchatskiy,53.0452,158.6483,9.19,72,75,8.95,RU,1668983716
473,amudat,1.95,34.95,72.05,52,64,1.03,UG,1668983717
474,celestun,20.8667,-90.4,78.42,80,61,9.28,MX,1668983718
475,taurianova,38.3563,16.0109,61.07,86,100,14.41,IT,1668983718
476,songjianghe,42.1859,127.479,28.65,97,100,1.41,CN,1668983719
477,bolotnoye,55.6717,84.3981,2.16,88,100,10.85,RU,1668983720
478,drochtersen,53.7102,9.3846,33.12,86,91,2.57,DE,1668983720
479,lebu,-37.6167,-73.65,55.67,71,0,23.73,CL,1668983721
480,alofi,-19.0595,-169.9187,80.49,74,31,9.22,NU,1668983721
481,yinchuan,38.4681,106.2731,37.47,38,100,4.47,CN,1668983722
482,williston,48.147,-103.618,32.74,83,84,9.89,US,1668983723
483,san rafael,-34.6177,-68.3301,66.61,29,15,17.43,AR,1668983723
484,cacu,-18.5567,-51.1308,79.99,46,80,4.41,BR,1668983724
485,zhezkazgan,47.8043,67.7144,30.88,99,100,7.02,KZ,1668983724
486,pangody,65.85,74.4859,-1.66,97,100,15.97,RU,1668983725
487,ginda,30.6945,78.4932,44.78,24,13,8.3,IN,1668983726
488,kasama,-10.2129,31.1808,65.34,65,43,3.09,ZM,1668983464
489,flinders,-34.5833,150.8552,68.05,53,29,15.99,AU,1668983700
490,amahai,-3.3333,128.9167,80.15,83,100,3.27,ID,1668983727
491,rio gallegos,-51.6226,-69.2181,60.85,25,0,18.41,AR,1668983728
492,vao,-22.6667,167.4833,74.68,77,17,9.08,NC,1668983728
493,goderich,43.7501,-81.7165,28.9,54,100,16.11,CA,1668983729
494,paamiut,61.994,-49.6678,25.68,88,100,11.68,GL,1668983730
495,muriti,-1.9833,32.9167,71.98,70,99,3.91,TZ,1668983730
496,moyo,3.6609,31.7247,64.56,93,82,1.72,UG,1668983731
497,madera,37.1666,-119.8343,69.98,33,20,3.0,US,1668983732
498,pingdingshan,33.7385,113.3012,56.23,71,100,2.13,CN,1668983732
499,north bend,43.4065,-124.2243,56.16,70,0,2.37,US,1668983437
500,amga,60.8953,131.9608,-26.1,100,81,2.08,RU,1668983733
501,miraflores,19.2167,-98.8083,68.76,69,98,3.83,MX,1668983734
502,merritt,50.1123,-120.7942,33.67,93,63,1.74,CA,1668983735
503,radstadt,47.3833,13.45,34.18,92,84,3.6,AT,1668983735
504,kayseri,38.737,35.4968,41.02,87,100,0.0,TR,1668983736
505,takaka,-40.85,172.8,61.56,94,100,8.55,NZ,1668983648
506,koson,39.0375,65.585,44.92,81,0,3.0,UZ,1668983737
507,kaeo,-35.1,173.7833,67.06,69,99,12.71,NZ,1668983737
508,urusha,54.05,122.9,2.59,94,100,2.75,RU,1668983599
509,hirara,24.8,125.2833,75.06,78,40,16.11,JP,1668983738
510,quetigny,47.3167,5.1167,44.55,87,100,6.91,FR,1668983739
511,yacuiba,-22.038,-63.6797,82.31,43,25,3.47,BO,1668983739
512,maragogi,-9.0122,-35.2225,77.38,78,75,9.69,BR,1668983740
513,macas,-2.3167,-78.1167,71.35,88,100,3.44,EC,1668983741
514,dali,25.7,100.1833,43.84,73,2,3.49,CN,1668983741
515,chara,56.9064,118.2631,-2.15,88,100,1.48,RU,1668983742
516,ixtapa,20.7,-105.2,78.22,65,75,10.36,MX,1668983742
517,gatton,-27.55,152.2833,74.34,21,100,10.58,AU,1668983743
518,kumylzhenskaya,49.8809,42.5898,35.98,96,100,9.19,RU,1668983744
519,villahermosa,17.9833,-92.9167,72.01,89,100,11.5,MX,1668983714
520,chelmza,53.1846,18.6047,28.18,94,72,7.56,PL,1668983744
521,olafsvik,64.8945,-23.7142,43.03,75,76,14.12,IS,1668983745
522,manzhouli,49.6,117.4333,-2.38,93,8,6.64,CN,1668983746
523,mandurah,-32.55,115.7,59.86,60,0,16.58,AU,1668983735
524,iquique,-20.2208,-70.1431,69.84,79,17,0.51,CL,1668983747
525,bollnas,61.3482,16.3946,30.09,95,100,11.63,SE,1668983747
526,sola,-13.8833,167.55,86.67,70,18,0.0,VU,1668983748
527,portland,45.5234,-122.6762,53.04,44,0,6.91,US,1668983154
528,hervey bay,-25.2986,152.8535,77.65,81,30,10.13,AU,1668983749
529,mlonggo,-6.5333,110.7,78.22,86,100,4.54,ID,1668983750
530,jalu,29.0331,21.5482,65.53,28,95,8.48,LY,1668983751
531,linxia,35.6003,103.2064,30.56,76,97,1.79,CN,1668983752
532,tupik,54.4253,119.9327,0.97,97,100,2.8,RU,1668983752
533,idlib,35.9306,36.6339,58.21,61,30,3.31,SY,1668983753
534,lulea,65.5842,22.1547,12.27,92,100,5.75,SE,1668983746
535,betong,5.7743,101.0723,69.91,99,99,1.63,TH,1668983754
536,akyab,20.15,92.9,75.07,84,45,5.84,MM,1668983755
537,talara,-4.5772,-81.2719,72.36,68,0,19.57,PE,1668983755
538,rosetta,31.4044,30.4164,69.76,65,100,8.39,EG,1668983756
539,campbellton,48.0075,-66.6727,28.85,94,100,10.94,CA,1668983757
540,natal,-5.795,-35.2094,79.45,73,40,8.05,BR,1668983608
541,zeya,53.75,127.2667,12.87,95,100,3.58,RU,1668983590
542,el limon,10.3059,-67.6321,88.92,92,31,4.61,VE,1668983759
543,strezhevoy,60.7333,77.5889,-20.07,99,33,5.48,RU,1668983759
544,nishihara,26.1842,127.7558,74.48,82,20,14.97,JP,1668983760
545,izhma,65.0083,53.9113,33.35,97,100,9.82,RU,1668983760
546,biak,-0.9131,122.8766,76.33,83,100,1.52,ID,1668983761
547,whitehorse,60.7161,-135.0538,31.01,88,75,23.02,CA,1668983762
548,mao,39.8885,4.2658,55.96,76,0,5.75,ES,1668983691
549,sept-iles,50.2001,-66.3821,26.6,81,100,6.91,CA,1668983763
550,billings,45.7833,-108.5007,38.97,44,40,19.57,US,1668983763
